Date,Description,Amount,Type,Category
"03-04-2026","WWW.24SIX.APP WWW.24SIX.APP NY               03/03",9.99,"expense","Random"
"03-04-2026","CK *MOSDOS MICHELSHTA 845-652-3493 NY        03/03",18.00,"expense","Random"
"03-04-2026","TORAS CHESED INC LAKEWOOD NJ                 03/02",100.00,"expense","Random"
"03-04-2026","EVERGREEN UPTOWN POMONA NY                   03/02",2.49,"expense","Random"
"03-04-2026","EVERGREEN UPTOWN POMONA NY                   03/02",21.42,"expense","Random"
"03-03-2026","Zelle payment to Mabel  28294225118",200.00,"expense","Charity"
"03-03-2026","Zelle payment to South Dp 28289521606",180.00,"expense","Charity"
"03-03-2026","Zelle payment to South Dp 28289506973",180.00,"expense","Charity"
"03-03-2026","UNITED REFUAH HS UNITED REF                 PPD ID: 9208701002",199.00,"expense","Random"
"03-03-2026","ALLSTATE INS CO  INS PREM   000000943582764 WEB ID: 1360719665",424.84,"expense","Random"
"03-03-2026","TOIREM.ORG CHARITY #2 845-286-4736 NY        03/02",72.00,"expense","Charity"
"03-03-2026","NEWDAY 845-414-3000 NY                       03/02",72.60,"expense","Random"
"03-03-2026","EVERGREEN KOSHER MARKET MONSEY NY            02/28",8.97,"expense","Grocery"
"03-03-2026","MAPLE PHARMACY 845-3716464 NY                02/28",9.84,"expense","Medical"
"03-02-2026","CHECK 28095",100.00,"expense","Random"
"03-02-2026","TOIREM.ORG CHARITY 845-2864736 NY            03/01",101.00,"expense","Charity"
"03-02-2026","IC* INSTACART INSTACART.COM CA               03/02",46.50,"expense","Car"
"03-02-2026","MICROSOFT*MICROSOFT 36 REDMOND WA            03/01",14.08,"expense","Random"
"03-02-2026","GOOGLE *CLOUD DNJRGW g.co/helppay# CA        03/01",0.47,"expense","Random"
"03-02-2026","UBER TECHNOLOGIES, INC WILMINGTON DE         02/28",63.56,"expense","Random"
"03-02-2026","SHULSPACE SHULSPACE.COM NJ                   02/28",49.99,"expense","Random"
"03-02-2026","AMAZON MKTPL*BE4TT9K Amzn.com/bill WA        03/01",37.90,"expense","Amazon & Target"
"03-02-2026","Peacock E89DA Premium 212-6640138 NY         02/28",10.99,"expense","Random"
"03-02-2026","WEGMANS 800-934-6267 NY                      02/28",33.33,"expense","Random"
"03-02-2026","AMAZON MKTPL*BE21U7Q Amzn.com/bill WA        02/28",40.44,"expense","Amazon & Target"
"03-02-2026","NEWDAY AIRMONT NY                            02/28",153.41,"expense","Random"
"03-02-2026","NJ EZPASS 888-288-6865 NJ                    02/27",35.00,"expense","Random"
"03-02-2026","HATZLACHA GROCERY SPRING VALLEY NY           02/27",469.38,"expense","Grocery"
"03-02-2026","CONG. BIRKAS SHESH 845-445-7572 NY           02/27",100.00,"expense","Random"
"03-02-2026","NEWDAY 845-414-3000 NY                       02/28",85.06,"expense","Random"
"03-02-2026","YESHIVA BETH MIKROH 845-425-4880 NY          02/27",100.00,"expense","Random"
"03-02-2026","AMAZON MKTPL*B99258R Amzn.com/bill WA        03/01",75.11,"expense","Amazon & Target"
"02-27-2026","DOMESTIC INCOMING WIRE FEE",15.00,"expense","Random"
"02-27-2026","Zelle payment to Mabel  28237179012",200.00,"expense","Charity"
"02-27-2026","Zelle payment to Chanas Organization 28235537774",180.00,"expense","Charity"
"02-27-2026","IC* INSTACART*1102 INSTACART.COM CA          02/27",70.10,"expense","Car"
"02-27-2026","IC* INSTACART*1102 INSTACART.COM CA          02/27",72.86,"expense","Car"
"02-27-2026","JIOBIT.COM JIOBIT.COM CA                     02/27",9.74,"expense","Random"
"02-27-2026","AMAZON MKTPL*BE0U98V Amzn.com/bill WA        02/27",18.41,"expense","Amazon & Target"
"02-27-2026","MP 17 LLC NEW YORK NY                        02/26",47.00,"expense","Random"
"02-27-2026","RIVERFRONT PEDIATRIC ELMWOOD PARK NJ         02/26",929.30,"expense","Random"
"02-27-2026","PITA LAND 184-53681116 NY                    02/26",4.61,"expense","Random"
"02-27-2026","PITA LAND 184-53681116 NY                    02/26",4.61,"expense","Random"
"02-27-2026","TOIREM.ORG CHARITY #2 845-286-4736 NY        02/26",100.00,"expense","Charity"
"02-27-2026","NEWDAY 845-414-3000 NY                       02/26",90.24,"expense","Random"
"02-27-2026","CYM Living LLC   PAYROLL                    PPD ID: 9843518375",4627.86,"income","Paychecks"
"02-27-2026","FEDWIRE CREDIT VIA: DIME COMMUNITY BANK/021406667 B/O: LYNX PORTFOLIO LLC CHESTNUT RIDGE NY 10977-6221 REF: CHASE NYC/CTR/BNF=SIMCHA M PENTELNIK OR LEAH SPRING VALLEY NY 10977-72 15 US/AC-000000004001 RFB=NOTPROVID ED IMAD: 0227GMQFMP01025967 TRN: 1016611058FF",12500.00,"income","Random"
"02-26-2026","NEWREZ-SHELLPOIN ACH PMT                    PPD ID: 6371542226",1449.69,"expense","Car"
"02-26-2026","VISIBLE 866-331-3527 CO                      02/26",25.00,"expense","Random"
"02-26-2026","TOIREM.ORG CHARITY 845-2864736 NY            02/25",100.00,"expense","Charity"
"02-26-2026","Blink amzn.com/bill WA                       02/25",4.32,"expense","Random"
"02-26-2026","THRIFT BOOKS GLOBAL, 253-275-2241 WA         02/25",46.97,"expense","Random"
"02-26-2026","AMAZON MKTPL*B98DQ2V Amzn.com/bill WA        02/26",216.90,"expense","Amazon & Target"
"02-26-2026","Charles Tyrwhitt, Inc. New York NY           02/26",15.61,"income","Random"
"02-25-2026","Spring Valley    FACTS      000000269862372 WEB ID: 9470751402",3780.00,"expense","Random"
"02-25-2026","Prime Video *BE6XL1Z7 888-802-3080 WA        02/25",3.99,"expense","Subscriptions"
"02-25-2026","TOIREM.ORG CHARITY 845-2864736 NY            02/24",72.00,"expense","Charity"
"02-25-2026","APPLE.COM/BILL 866-712-7753 CA               02/24",18.99,"expense","Random"
"02-25-2026","Amazon.com*LW61C9263 Amzn.com/bill WA        02/24",18.77,"expense","Amazon & Target"
"02-24-2026","VISIBLE 866-331-3527 CO                      02/24",25.00,"expense","Random"
"02-24-2026","EVERGREEN KOSHER MARKET MONSEY NY            02/22",6.13,"expense","Grocery"
"02-24-2026","EVERGREEN KOSHER MARKET MONSEY NY            02/22",294.71,"expense","Grocery"
"02-23-2026","EXXON WESLEY HILLS GAS MONSEY NY             02/22",56.34,"expense","Car"
"02-23-2026","TARGET.COM BROOKLYN PARK MN                  02/22",10.05,"expense","Amazon & Target"
"02-23-2026","TARGET.COM BROOKLYN PARK MN                  02/22",62.09,"expense","Amazon & Target"
"02-23-2026","Spotify USA 877-7781161 NY                   02/22",21.99,"expense","Random"
"02-23-2026","KUPATH EZRAH OF ROCKL 845-426-6504 NY        02/21",30.00,"expense","Random"
"02-23-2026","PRIMO BRANDS/WATERSER 800-274-5282 CA        02/21",51.98,"expense","Utilities"
"02-23-2026","AMAZON MKTPL*N589540 Amzn.com/bill WA        02/21",35.48,"expense","Amazon & Target"
"02-23-2026","ELI'S BAGEL SHOP SPRING VALLEY NY            02/20",12.73,"expense","Random"
"02-23-2026","HATZLACHA GROCERY SPRING VALLEY NY           02/20",113.07,"expense","Grocery"
"02-23-2026","TOIREM.ORG CHARITY 845-286-4736 NY           02/20",72.00,"expense","Charity"
"02-23-2026","TOIREM.ORG CHARITY 845-2864736 NY            02/20",100.00,"expense","Charity"
"02-23-2026","CHAVERIM OF ROCKLAND 845-371-6333 NY         02/20",18.00,"expense","Random"
"02-23-2026","EVERGREEN UPTOWN POMONA NY                   02/19",99.85,"expense","Random"
"02-23-2026","GOOGLE *Google One 855-836-3987 CA           02/20",3.24,"expense","Random"
"02-23-2026","NEWDAY 845-414-3000 NY                       02/20",208.48,"expense","Random"
"02-23-2026","CHARIDY MISHPACHTEIN MISHPACHTAINU NY        02/20",54.00,"expense","Random"
"02-20-2026","Amazon Tips*CE7WC3IH Amzn.com/bill WA        02/20",5.00,"expense","Amazon & Target"
"02-20-2026","POWERMMAKRAVMAGALLC WWW.POWERMMAK VA         02/20",37.25,"expense","Random"
"02-20-2026","1-800-690-1803   UptempoMkt                 PPD ID: 472223289",445.40,"expense","Random"
"02-20-2026","BKAMERICA        IC PAYMENT                 PPD ID: 1409936115",1067.49,"expense","Random"
"02-20-2026","Prime Video *H42DY0SE 888-802-3080 WA        02/20",3.99,"expense","Subscriptions"
"02-20-2026","SP WE THE KIDS BRAND SHOPWETHEKIDS FL        02/20",346.00,"expense","Random"
"02-20-2026","AMAZON MKTPL*AH8CC8C Amzn.com/bill WA        02/20",19.50,"expense","Amazon & Target"
"02-20-2026","AMAZON MKTPL*B92XI80 Amzn.com/bill WA        02/19",17.87,"expense","Amazon & Target"
"02-20-2026","KAYX 845-352-1222 NY                         02/19",177.00,"expense","Random"
"02-20-2026","AMAZON MKTPL*B99RW20 Amzn.com/bill WA        02/19",39.00,"expense","Amazon & Target"
"02-20-2026","ROCKLAND KOSHER MONSEY NY                    02/18",27.36,"expense","Grocery"
"02-19-2026","IC* COSTCO BY INSTAC INSTACART.COM CA        02/19",139.66,"expense","Car"
"02-19-2026","VEOLIA WATER NEW WATER BILL                 PPD ID: 7973470200",95.95,"expense","Utilities"
"02-19-2026","AMAZON MKTPL*B97WR90 Amzn.com/bill WA        02/19",20.00,"expense","Amazon & Target"
"02-19-2026","AMAZON MKTPL*B93JJ8T Amzn.com/bill WA        02/19",17.33,"expense","Amazon & Target"
"02-19-2026","Amazon.com*R647I61C3 Amzn.com/bill WA        02/19",55.67,"expense","Amazon & Target"
"02-19-2026","TOYS 4 U MONSEY MONSEY NY                    02/18",92.11,"expense","Random"
"02-19-2026","TST* PRIMAVERA CAFE AND AIRMONT NY           02/19",75.82,"expense","Takeout"
"02-19-2026","MSKCC MAIN GIFT SHOP NEW YORK NY             02/18",9.44,"expense","Random"
"02-19-2026","EVERGREEN UPTOWN POMONA NY                   02/17",24.84,"expense","Random"
"02-19-2026","Charles Tyrwhitt, Inc. New York NY           02/19",223.31,"expense","Random"
"02-18-2026","AMAZON MKTPL*228LC0P Amzn.com/bill WA        02/18",17.21,"expense","Amazon & Target"
"02-18-2026","AMAZON MKTPL*B971L7L Amzn.com/bill WA        02/18",16.25,"expense","Amazon & Target"
"02-18-2026","AMAZON MKTPL*B92SR8F Amzn.com/bill WA        02/18",44.87,"expense","Amazon & Target"
"02-18-2026","NEWDAY 845-414-3000 NY                       02/17",106.67,"expense","Random"
"02-17-2026","Zelle payment to South Dp 28110944728",360.00,"expense","Charity"
"02-17-2026","Zelle payment to Mabel  28108351991",200.00,"expense","Charity"
"02-17-2026","OPTIMUM 7873     CABLE PMNT                 PPD ID: 9078730001",157.03,"expense","Utilities"
"02-17-2026","AMAZON PRIME*B155Q9R amzn.com/bill WA        02/17",2.99,"expense","Amazon & Target"
"02-17-2026","Zelle payment to KEHILAS ZICHRON YAAKOV, SPRING VALLEY, NY 28098792513",180.00,"expense","Charity"
"02-17-2026","IC* COSTCO BY INSTAC INSTACART.COM CA        02/16",0.33,"expense","Car"
"02-17-2026","AVIR YAKOV - DONATION 845-362-6600 NY        02/16",36.00,"expense","Charity"
"02-17-2026","Melaleuca Order 208-5343000 ID               02/15",96.26,"expense","Random"
"02-17-2026","AMAZON MKTPL*BX8631Z Amzn.com/bill WA        02/16",10.39,"expense","Amazon & Target"
"02-17-2026","AMAZON MKTPL*7Q9NM08 Amzn.com/bill WA        02/16",8.34,"expense","Amazon & Target"
"02-17-2026","Amazon.com*UN8ML35G3 Amzn.com/bill WA        02/16",6.48,"expense","Amazon & Target"
"02-17-2026","Amazon.com*LT7ZA6E13 Amzn.com/bill WA        02/16",6.48,"expense","Amazon & Target"
"02-17-2026","AMAZON MKTPL*XP7MO4R Amzn.com/bill WA        02/16",43.34,"expense","Amazon & Target"
"02-17-2026","IC* COSTCO BY INSTAC INSTACART.COM CA        02/16",96.79,"expense","Car"
"02-17-2026","ROCKLAND HARDWARE AND P MONSEY NY            02/15",12.99,"expense","Random"
"02-17-2026","EVERGREEN KOSHER MARKET MONSEY NY            02/15",27.23,"expense","Grocery"
"02-17-2026","NEWDAY 845-414-3000 NY                       02/16",167.16,"expense","Random"
"02-17-2026","IC* INSTACART INSTACART.COM CA               02/15",4.16,"expense","Car"
"02-17-2026","IC* INSTACART INSTACART.COM CA               02/15",39.19,"expense","Car"
"02-17-2026","Zelle payment to South Dexter Shul 27701020161",50.00,"expense","Charity"
"02-17-2026","BIALE BNEI BRAK INSTI 516-231-0379 CA        02/15",150.00,"expense","Random"
"02-17-2026","Guardian Life ACH Paymnt                 PPD ID: 9555845002",37.25,"expense","Random"
"02-17-2026","THE GUARDIAN     INSUR PREM                 PPD ID: 9555845001",53.22,"expense","Random"
"02-17-2026","EVERGREEN KOSHER MARKET MONSEY NY            02/13",29.96,"expense","Grocery"
"02-17-2026","POLKADOT KIDS MONSEY NY                      02/13",37.61,"expense","Random"
"02-17-2026","EVERGREEN UPTOWN POMONA NY                   02/12",148.02,"expense","Random"
"02-17-2026","EVERGREEN KOSHER MARKET MONSEY NY            02/12",34.06,"expense","Grocery"
"02-17-2026","DR. YECHIEL ZAGELBAUM BROOKLYN NY            02/12",60.00,"expense","Random"
"02-17-2026","SNAPFISH US * SNAPFISH.COM MD                02/14",29.64,"expense","Random"
"02-13-2026","Audible*C61NA5DZ3 Amzn.com/bill NJ           02/13",14.95,"expense","Random"
"02-13-2026","TST*KRISPY BY GG - UPTO Pomona NY            02/12",30.33,"expense","Random"
"02-13-2026","AMAZING SAVINGS #15 MONSEY NY                02/12",24.89,"expense","Random"
"02-13-2026","PITA LAND CURBNGO.COM NY                     02/12",9.21,"expense","Random"
"02-13-2026","CYM Living LLC   PAYROLL                    PPD ID: 9843518375",4627.83,"income","Paychecks"
"02-13-2026","AMAZON MKTPLACE PMTS Amzn.com/bill WA        02/12",3.12,"income","Amazon & Target"
"02-12-2026","NEWREZ-SHELLPOIN ACH PMT                    PPD ID: 6371542226",1449.69,"expense","Car"
"02-12-2026","AMAZON MKTPL*JN0YP90 Amzn.com/bill WA        02/12",21.56,"expense","Amazon & Target"
"02-12-2026","AMAZON MKTPL*Z08418M Amzn.com/bill WA        02/12",11.03,"expense","Amazon & Target"
"02-12-2026","TZIDKAS SHULEIM 845-5589431 NY               02/11",5.00,"expense","Random"
"02-12-2026","EVERGREEN UPTOWN POMONA NY                   02/10",12.62,"expense","Random"
"02-11-2026","Zelle payment to Mabel  28036504136",200.00,"expense","Charity"
"02-11-2026","Zelle payment to NEW CITY ACUPUNCTURE WELLNESS PLLC, NEW CITY, NY 28030934648",150.00,"expense","Charity"
"02-11-2026","AMAZON MKTPL*MA5Z52A Amzn.com/bill WA        02/11",23.83,"expense","Amazon & Target"
"02-11-2026","TOIREM.ORG CHARITY 845-2864736 NY            02/10",5.00,"expense","Charity"
"02-11-2026","NJ EZPASS 888-288-6865 NJ                    02/10",35.00,"expense","Random"
"02-11-2026","AMAZON MKTPL*SI61W9C Amzn.com/bill WA        02/10",14.08,"expense","Amazon & Target"
"02-11-2026","AMAZON MKTPL*P11IV42 Amzn.com/bill WA        02/10",26.00,"expense","Amazon & Target"
"02-11-2026","TOIREM.ORG CHARITY 845-286-4736 NY           02/10",360.00,"expense","Charity"
"02-11-2026","TOIREM.ORG CHARITY #2 718-225-5227 NY        02/10",50.00,"expense","Charity"
"02-10-2026","TARGET.COM BROOKLYN PARK MN                  02/10",66.98,"expense","Amazon & Target"
"02-10-2026","TARGET.COM BROOKLYN PARK MN                  02/10",6.85,"expense","Amazon & Target"
"02-10-2026","Online Transfer to  SAV ...8440 transaction#: 27635633663",40.00,"expense","Random"
"02-10-2026","Amazon.com*7B7Q01KN3 Amzn.com/bill WA        02/10",17.11,"expense","Amazon & Target"
"02-10-2026","AMAZON MKTPL*9B9DH1O Amzn.com/bill WA        02/10",25.04,"expense","Amazon & Target"
"02-10-2026","AMAZON MKTPL*QE9NN88 Amzn.com/bill WA        02/10",74.30,"expense","Amazon & Target"
"02-10-2026","AMAZON MKTPL*CC6WS2Q Amzn.com/bill WA        02/10",35.33,"expense","Amazon & Target"
"02-10-2026","LULULEMONCOM* 877-263-9300 CA                02/10",51.14,"expense","Random"
"02-10-2026","NEWDAY 845-414-3000 NY                       02/09",124.48,"expense","Random"
"02-10-2026","REDELICIOUS SUPERMARKET MONSEY NY            02/08",24.80,"expense","Grocery"
"02-10-2026","THE ROBE GALLERY MONSEY NY                   02/08",304.74,"expense","Random"
"02-09-2026","Zelle payment to DISCOUNT APPLIANCE WAREHOUSE LLC Ac JPM99c54cthw",300.00,"expense","Charity"
"02-09-2026","Zelle payment to MM TIRES INC., SPRING VALLEY, NY 28012292757",311.37,"expense","Charity"
"02-09-2026","AMAZON MKTPL*3Q7CV3N Amzn.com/bill WA        02/09",26.76,"expense","Amazon & Target"
"02-09-2026","Prime Video *5I5B006I 888-802-3080 WA        02/09",3.99,"expense","Subscriptions"
"02-09-2026","NAKI.AUDIO NAKI.AUDIO NY                     02/09",12.99,"expense","Random"
"02-09-2026","LUKOIL 57332 MONTVALE NJ                     02/08",39.78,"expense","Random"
"02-09-2026","WISE BUYS MONSEY NY                          02/08",106.48,"expense","Random"
"02-09-2026","SP POMPOMZ POMPOMZ.COM MD                    02/08",77.24,"expense","Random"
"02-09-2026","THRIFT BOOKS GLOBAL, 253-275-2241 WA         02/09",26.24,"expense","Random"
"02-09-2026","MERCAZ HACHINUCH OF MO 732-6686426 NY        02/08",500.00,"expense","Random"
"02-09-2026","SHIRAZ PIZZA SPRING VALLEY NY                02/07",6.74,"expense","Random"
"02-09-2026","DABBL JUSTDABBL.COM FL                       02/08",19.99,"expense","Random"
"02-09-2026","INTUIT *QBooks Onlin CL.INTUIT.COM CA        02/07",41.18,"expense","Random"
"02-09-2026","Amazon.com*I12QD7FV3 Amzn.com/bill WA        02/08",9.74,"expense","Amazon & Target"
"02-09-2026","GLAUBERS BAKERY SPRING VALLEY NY             02/06",38.25,"expense","Random"
"02-09-2026","TIP TOP TRIMMING MONSEY NY                   02/06",98.04,"expense","Random"
"02-09-2026","EVERGREEN KOSHER - ONL 845-3524400 NY        02/06",181.57,"expense","Grocery"
"02-09-2026","SHELL OIL 10001589000 MONSEY NY              02/06",9.00,"expense","Car"
"02-09-2026","REFUAH HELPLINE 845-782-2000 NY              02/06",25.00,"expense","Random"
"02-09-2026","CK *MOSDOS MICHELSHTA 845-652-3493 NY        02/06",120.00,"expense","Random"
"02-09-2026","EVERGREEN UPTOWN POMONA NY                   02/05",68.64,"expense","Random"
"02-06-2026","DOMESTIC INCOMING WIRE FEE",15.00,"expense","Random"
"02-06-2026","TARGET.COM BROOKLYN PARK MN                  02/06",45.67,"expense","Amazon & Target"
"02-06-2026","TARGET.COM BROOKLYN PARK MN                  02/06",6.76,"expense","Amazon & Target"
"02-06-2026","1-800-690-1803   UptempoMkt                 PPD ID: 472223289",445.40,"expense","Random"
"02-06-2026","O & R UTILITIES  ORU        81773200001     CCD ID: 2462467001",493.00,"expense","Random"
"02-06-2026","TOIREM.ORG CHARITY #2 718-225-5227 NY        02/05",50.00,"expense","Charity"
"02-06-2026","TOIREM.ORG CHARITY 845-286-4736 NY           02/05",50.00,"expense","Charity"
"02-06-2026","BLUBELLE BABY 2 845-352-6508 NY              02/04",119.00,"expense","Random"
"02-06-2026","NEWDAY 845-414-3000 NY                       02/05",67.06,"expense","Random"
"02-06-2026","AMAZON MKTPL*6M2FG4A Amzn.com/bill WA        02/06",24.36,"expense","Amazon & Target"
"02-06-2026","FEDWIRE CREDIT VIA: DIME COMMUNITY BANK/021406667 B/O: LYNX PORTFOLIO LLC CHESTNUT RIDGE NY 10977-6221 REF: CHASE NYC/CTR/BNF=SIMCHA M PENTELNIK OR LEAH SPRING VALLEY NY 10977-72 15 US/AC-000000004001 RFB=NOTPROVID ED IMAD: 0206GMQFMP01017986 TRN: 0712321037FF",12500.00,"income","Random"
"02-05-2026","Shaarei Arazim   FACTS      000000267519850 WEB ID: 9470751402",1500.00,"expense","Random"
"02-05-2026","AMAZON MKTPL*II2F334 Amzn.com/bill WA        02/05",11.52,"expense","Amazon & Target"
"02-05-2026","ACHIAZER 718 305 1149 718-305-1149 NY        02/04",5.00,"expense","Random"
"02-05-2026","EVERGREEN UPTOWN POMONA NY                   02/03",13.07,"expense","Random"
"02-05-2026","CARE 365 MONSEY NY                           02/03",45.00,"expense","Car"
"02-04-2026","Peacock 29A09 Premium 212-6640138 NY         02/04",10.99,"expense","Random"
"02-04-2026","TST*SMASH HOUSE - MONSE Pomona NY            02/03",22.76,"expense","Random"
"02-04-2026","Melaleuca Order 208-5343000 ID               02/03",95.69,"expense","Random"
"02-04-2026","WWW.24SIX.APP WWW.24SIX.APP NY               02/03",9.99,"expense","Random"
"02-04-2026","LABCORP NJP38 NJ24 RIDGEWOOD NJ              02/03",5.07,"expense","Random"
"02-04-2026","NEWDAY 845-414-3000 NY                       02/03",13.99,"expense","Random"
"02-04-2026","NEWDAY 845-414-3000 NY                       02/03",114.02,"expense","Random"
"02-03-2026","Zelle payment to Mabel  27942114631",200.00,"expense","Charity"
"02-03-2026","UNITED REFUAH HS UNITED REF                 PPD ID: 9208701002",199.00,"expense","Random"
"02-03-2026","AMAZON MKTPL*EH4PJ03 Amzn.com/bill WA        02/03",30.05,"expense","Amazon & Target"
"02-03-2026","KIDS EMPIRE PARAMUS PARAMUS NJ               02/02",2.71,"expense","Random"
"02-03-2026","KIDS EMPIRE PARAMUS PARAMUS NJ               02/02",6.50,"expense","Random"
"02-03-2026","KIDS EMPIRE PARAMUS PARAMUS NJ               02/02",107.95,"expense","Random"
"02-03-2026","MR. CAN 845-666-4146 NY                      02/01",42.00,"expense","Random"
"02-03-2026","SHIRAZ PIZZA SPRING VALLEY NY                02/01",188.06,"expense","Random"
"02-02-2026","THEJERUSALEMBUTLER.C THEJERUSALEMB NY        02/02",70.00,"expense","Random"
"02-02-2026","TST* CHURRASKO GRILL HO MONSEY NY            02/02",205.38,"expense","Random"
"02-02-2026","Zelle payment to Yossie 27912584244",8.67,"expense","Charity"
"02-02-2026","TST*JUS BY JULIE - M Spring Valley NY        02/01",10.84,"expense","Random"
"02-02-2026","Sky Zone Spring Vall Spring Valley NY        02/01",12.44,"expense","Random"
"02-02-2026","GOOGLE *CLOUD zVxP3J g.co/helppay# CA        02/01",16.52,"expense","Random"
"02-02-2026","Sky Zone Spring Vall Spring Valley NY        02/01",12.98,"expense","Random"
"02-02-2026","Sky Zone Spring Vall Spring Valley NY        02/01",21.10,"expense","Random"
"02-02-2026","Sky Zone Spring Vall Spring Valley NY        02/01",277.36,"expense","Random"
"02-02-2026","MICROSOFT*MICROSOFT MICROSOFT.COM WA         02/01",14.08,"expense","Random"
"02-02-2026","Amazon.com*LS2841823 Amzn.com/bill WA        02/01",5.38,"expense","Amazon & Target"
"02-02-2026","SHULSPACE SHULSPACE.COM NJ                   01/31",49.99,"expense","Random"
"02-02-2026","IC* INSTACART INSTACART.COM CA               01/30",43.94,"expense","Car"
"02-02-2026","BINGO WHOLESALE SUPE SPRING VALLEY NY        01/30",7.58,"expense","Random"
"02-02-2026","BINGO WHOLESALE SUPE SPRING VALLEY NY        01/30",284.32,"expense","Random"
"02-02-2026","EVERGREEN UPTOWN POMONA NY                   01/29",12.07,"expense","Random"
"02-02-2026","EVERGREEN UPTOWN POMONA NY                   01/29",561.44,"expense","Random"
"02-02-2026","YESHIVA OF MONROE NJ 732-8068880 NJ          01/30",72.00,"expense","Random"
"02-02-2026","Zelle payment from HANNAH ROSENBERG 27912263494",11.00,"income","Charity"
"02-02-2026","Sky Zone Spring Vall Spring Valley NY        02/01",138.68,"income","Random"
"01-30-2026","ALLSTATE INS CO  INS PREM   000000943582764 WEB ID: 1360719665",434.83,"expense","Random"
"01-30-2026","Peacock X6768 Premium 212-6640138 NY         01/30",10.99,"expense","Random"
"01-30-2026","TST*KRISPY BY GG - UPTO Pomona NY            01/29",23.83,"expense","Random"
"01-30-2026","MAPLE PHARMACY 845-371-6464 NY               01/29",4.69,"expense","Medical"
"01-30-2026","RIVERFRONT PEDIATRIC ELMWOOD PARK NJ         01/29",250.00,"expense","Random"
"01-30-2026","ELI'S BAGEL SHOP SPRING VALLEY NY            01/29",56.44,"expense","Random"
"01-30-2026","Amazon Tips*EV1LM77M Amzn.com/bill WA        01/29",5.00,"expense","Amazon & Target"
"01-30-2026","OHR TORAS CHESED #1 845-837-0051 NY          01/29",36.00,"expense","Random"
"01-30-2026","VAAD HEKAVE DEYISMACH 845-537-0732 NY        01/29",36.00,"expense","Random"
"01-30-2026","NEWDAY 845-414-3000 NY                       01/29",235.32,"expense","Random"
"01-30-2026","CYM Living LLC   PAYROLL                    PPD ID: 9843518375",4627.86,"income","Paychecks"
"01-29-2026","UBER TECHNOLOGIES, INC WILMINGTON DE         01/29",27.94,"expense","Random"
"01-29-2026","UBER TECHNOLOGIES, INC WILMINGTON DE         01/29",465.81,"expense","Random"
"01-29-2026","NEWREZ-SHELLPOIN ACH PMT                    PPD ID: 6371542226",1449.69,"expense","Car"
"01-29-2026","IC* INSTACART*2323 INSTACART.COM CA          01/29",47.60,"expense","Car"
"01-29-2026","TARGET.COM BROOKLYN PARK MN                  01/29",45.05,"expense","Amazon & Target"
"01-29-2026","IC* COSTCO BY INSTAC INSTACART.COM CA        01/29",117.03,"expense","Car"
"01-29-2026","TOIREM.ORG CHARITY 012-345-6789 NY           01/28",118.00,"expense","Charity"
"01-29-2026","TOIREM.ORG CHARITY 012-345-6789 NY           01/28",72.00,"expense","Charity"
"01-29-2026","Amazon.com*V576C0O53 Amzn.com/bill WA        01/28",12.32,"expense","Amazon & Target"
"01-29-2026","AMAZON MKTPL*138J30H Amzn.com/bill WA        01/29",196.55,"expense","Amazon & Target"
"01-29-2026","AMAZON MKTPL*BL8UO11 Amzn.com/bill WA        01/29",66.89,"expense","Amazon & Target"
"01-29-2026","Amazon.com*8R42L4WS3 Amzn.com/bill WA        01/28",37.92,"expense","Amazon & Target"
"01-29-2026","KAYX 845-352-1222 NY                         01/28",105.00,"expense","Random"
"01-28-2026","Zelle payment to Mabel  27849488227",200.00,"expense","Charity"
"01-28-2026","Zelle payment to Shana Bressler Camp Glitter Girl JPM99c3hexri",150.00,"expense","Camp"
"01-28-2026","Amazon.com*SO13Z2733 Amzn.com/bill WA        01/28",71.39,"expense","Amazon & Target"
"01-28-2026","TST*YOFFEE COFFEE - Spring Valley NY         01/27",15.15,"expense","Takeout"
"01-28-2026","NEWDAY AIRMONT NY                            01/27",71.35,"expense","Random"
"01-27-2026","TARGET.COM BROOKLYN PARK MN                  01/27",7.47,"expense","Amazon & Target"
"01-27-2026","TARGET.COM BROOKLYN PARK MN                  01/27",49.83,"expense","Amazon & Target"
"01-27-2026","JIOBIT.COM JIOBIT.COM CA                     01/27",9.74,"expense","Random"
"01-27-2026","EXXON WESLEY HILLS GAS MONSEY NY             01/26",40.28,"expense","Car"
"01-27-2026","YESHIVA SHAAREI ARAZI 845-426-6401 NY        01/26",500.00,"expense","Random"
"01-26-2026","AMAZON MKTPL*B38AL1U Amzn.com/bill WA        01/26",260.09,"expense","Amazon & Target"
"01-26-2026","VISIBLE 866-331-3527 CO                      01/26",25.00,"expense","Random"
"01-26-2026","Blink amzn.com/bill WA                       01/25",4.32,"expense","Random"
"01-26-2026","Prime Video *TW00O4ZT 888-802-3080 WA        01/25",4.99,"expense","Subscriptions"
"01-26-2026","APPLE.COM/BILL 866-712-7753 CA               01/25",26.57,"expense","Random"
"01-26-2026","Zelle payment to South Dexter Shul 27818707063",200.00,"expense","Charity"
"01-26-2026","Spring Valley    FACTS      000000266385446 WEB ID: 9470751402",3780.00,"expense","Random"
"01-26-2026","VISIBLE 866-331-3527 CO                      01/24",25.00,"expense","Random"
